HouseID,Description,City/Province,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude,Property Type,Storeys,Project
1115,zero dp house for sale in greenwoods executive village pasig,Pasig,"Pinagbuhatan, Pasig",7500000.0,4,4,180.0,60.0,14.5574086,121.0909665,Other,0,executive village pasig
1116,5 Bedrooms Single Detached Complete House Sale Victoria Alabang Manila,Muntinlupa,"Tunasan, Muntinlupa",16884800.0,5,4,195.0,240.0,14.3801129,121.0514828,Single Detached,1,
1117,"For Sale 4BR House & Lot at Calatagan, Batangas 10 mins away Matabungkay Beach",Calatagan,"Talisay, Calatagan",12000000.0,4,3,300.0,2500.0,13.9073401,120.6275545,House and Lot,0,"Calatagan, Batangas 10 mins away Matabungkay Beach"
1118,La Vista Corner House for Sale in Quezon City,Quezon City,"Pansol, Quezon City",308000000.0,10,10,1000.0,2055.0,14.6527982,121.0815235,Other,0,
1119,Elegant & Overlooking Diana House with 3 Bedrooms in Chateau de Paz Subdivision,Dauis,"Totolan, Dauis",8800000.0,3,3,99.8,153.0,9.6352488,123.8487402,Other,0,Paz Subdivision
1120,"For sale House and Lot at Marina Baytown East, Brgy. Tambo, Parañaque City",Paranaque,"Tambo, Paranaque",,6,6,647.5,680.0,14.5173079,120.9933811,House and Lot,0,"Marina Baytown East, Brgy. Tambo, Parañaque City"
1121,"4 Bedroom House with Landscaped Garden for Sale for 7.5M, Angeles City",Angeles,Angeles,6800021.0,4,3,100.0,128.0,15.1389351,120.5875321,Other,0,
1122,Brand New Beautiful House For Sale In Banawa Cebu City,Cebu,"Banawa, Cebu",11000000.0,4,3,90.0,120.0,10.3124117,123.876716,Other,0,
1123,For Sale Modern Design Three (3) Storey Duplex House and Lot in Las Piñas City,Las Pinas,"Pilar, Las Pinas",8200000.0,4,3,153.7,58.7,14.4252635,121.0058656,House and Lot,0,
1124,Brand New House 3 BED ROOMS in Antipolo City,Antipolo,"Cupang, Antipolo",9970700.0,3,3,167.0,120.0,14.6360063,121.1240475,Other,0,
1125,"L-R-1-1136- Acquired Property  for Sale in Lot 168-B-5-B, Purok 7, Brgy. San Miguel / Poblacion, Majayjay, Laguna",Majayjay,"San Miguel, Majayjay",2254920.0,0,0,160.7,109.0,14.1443829,121.4709505,Other,0,
1126,"For Sale: Pre Owned Modern House in Pampanga near SM Telabastagan, San Fernando",San Fernando,"Baliti, San Fernando",12000000.0,3,3,200.0,180.0,15.105583,120.6242556,Other,0,
1127,2 Storey Townhouse for Sale Near Cubao Q.C.,Quezon City,"84F Brgy Claro Aguho Street, Project 3, Quezon City Near Cubao Claro, Quezon City",6000000.0,5,2,120.0,60.7,14.6314458,121.0592546,Townhouse,0,
1128,"4 Bedroom, 3 Bathrooms House and Lot For Sale in Guadalupe, Cebu City",Cebu,"Guadalupe, Cebu",17000000.0,4,3,380.0,242.0,9.7340326,123.3656366,House and Lot,0,
1129,"Rush Sale: 2-Storey House with Lap Pool in Talibeach Subd. Nasugbu, Batangas",Nasugbu,"Talibeach Balaytigui, Nasugbu",60000000.0,3,4,,1500.0,14.12409325,120.606386,Other,2,
1130,"Big 4BR Mactan House 593 only 300 meters from the sea, for sale 19.5M",Lapu-Lapu,"Maribago, Lapu-Lapu",19500000.0,4,4,300.0,554.0,10.2850724,123.9929719,Other,0,
1131,Pre Owned 2 BR Townhouse For Sale in Paranaque City,Paranaque,Paranaque,3000000.0,2,1,104.0,52.0,14.5008116,120.9915327,Townhouse,0,
1132,4 Bedroom Single Attached Unit for sale at Sterling Residences One (Sicily),Naic,"Governor'S Dr Sabang, Naic",6488074.0,4,2,132.3,100.0,14.3048174,120.8054933,Other,0,Sterling Residences One (Sicily)
1133,Brand New Modern House with Full Basement on a Corner Lot For Sale,Muntinlupa,"Alabang, Muntinlupa Ayala Alabang, Muntinlupa",420000000.0,5,5,1172.0,762.0,14.4236141,121.0298739,Other,0,
1134,"For Sale Brand New Modern Design Two (2) Storey Duplex House and Lot, Las Piñas",Las Pinas,"Manuyo Dos, Las Pinas",16500000.0,5,5,260.0,121.0,14.4710957,120.9917098,House and Lot,0,
1135,"For Sale House and Lot, Bungalow Type, 2 Bedrooms, 120Sqm",Cabanatuan,"Bitas, Cabanatuan",,2,1,55.0,120.0,15.4969494,120.9778688,House and Lot,0,
1136,"250 sqm High Quality House for Sale in Lapu-Lapu City, Cebu - White Sands",Lapu-Lapu,"Maribago, Lapu-Lapu City, Central Visayas, Philippines Maribago, Lapu-Lapu",15500000.0,3,2,340.0,250.0,10.29334203,124.0012264,Other,0,
1137,"House and Lot For Sale, 2 Storey - Single Attached, 3 Bedrooms, 120sqm",Cabanatuan,"Bitas, Cabanatuan",,3,2,82.0,120.0,15.4969494,120.9778688,House and Lot,0,
1138,4 Bedrooms Modern Contemporary House and Lot For Sale in Antipolo near puregold,Antipolo,"San Roque, Antipolo",12500000.0,4,3,180.0,120.0,14.5234775,121.1554992,House and Lot,0,
1139,For Sale Corner Bungalow House and Lot in BF Almanza Las Piñas,Las Pinas,"Almanza Dos, Las Pinas",17500000.0,4,4,200.0,263.0,14.4234362,121.0223422,House and Lot,0,
1140,5 Bedrooms Elegantly Finished 3 Storey Brand new townhouse in Pilar Village Las,Las Pinas,"Dona. Pilar Aguirre Ave, 1750 Las Pinas, Philippines Pilar, Las Pinas",8500000.0,5,4,160.0,80.0,14.42931312,121.0097864,Townhouse,0,Pilar Village Las
1141,For Sale Townhouse in Wellford Homes Malolos with Pagibig Financing.,Malolos,"Longos, Malolos",2074000.0,2,1,64.8,63.0,14.87426,120.7915336,Townhouse,0,Wellford Homes Malolos with Pagibig Financing.
1142,"4BR Gorgeous Modern Asian Home For Sale in Antipolo City, Rizal",Antipolo,"Dela Paz, Antipolo",14000000.0,4,3,240.0,173.0,14.5886674,121.1739784,Other,0,
1143,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Inner),Antipolo,"San Luis, Antipolo",5017800.0,3,2,61.0,70.0,14.6043281,121.1981422,House and Lot,0,Celestis 2 in Antipolo Rizal (Inner)
1144,Designer Dimensione Modern Industrial House and Lot For Sale in Ayala Alabang.,Muntinlupa,"Ayala Alabang, Muntinlupa",440000000.0,7,7,1232.0,816.0,14.4226096,121.0269407,House and Lot,0,
1145,Brand New 2 Storey Duplex House & Lot For Sale In Better Living Parañaque,Paranaque,"Along United Nation St. Betterliving Subdivision Don Bosco, Paranaque",14000000.0,4,4,180.0,140.0,14.4835394,121.020182,House and Lot,0,
1146,2 HOUSE & LOT /2 House property 9 BR 4 T&B 3 Car Garage,Pasig,"Ortigas Avenue, Pasig",16000000.0,9,4,190.0,240.0,14.5889935,121.0678685,House and Lot,0,
1147,"L-R-1-1174: Acquired Property  for Sale in Lot 24, Block 17, corner of Gomez and Ramirez Sts., San Antonio Heights, Phase 3, Brgy. San Antonio, Santo Tomas, Batangas",Santo Tomas,"San Antonio, Santo Tomas",5085600.0,0,0,192.0,156.0,15.8615884,120.564115,Other,0,
1148,"L-R-1-118- Acquired Property for Sale in No. 457 (Lot 2500-H), Albayda Compound, Purok 4/Brgy. Pinagbayanan, Pila, Laguna (Interior) - Retail",Pila,"Pinagbayanan, Pila",3890500.0,0,0,285.0,339.0,14.2500451,121.359381,Other,0,
1149,"Smart Home with Elevator for Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",460000000.0,7,7,900.0,1500.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa City"
1150,3 Bedroom beach house Property for Sale in Sea Front Residences,San Juan,San Juan,13554567.0,3,3,100.0,200.0,13.7440111,121.4281827,Other,0,Front Residences
1151,"3-Bedrooms Townhouse for sale at Tanza Cavite, Portia",Tanza,"Antero Soriano Hiway, Sahud-Ulan, Tanza Cavite Sahud Ulan, Tanza",1951400.0,3,2,40.0,45.0,14.37170314,120.8246671,Townhouse,0,"Tanza Cavite, Portia"
1152,"Discover this charming 2-storey house and lot in El Rio, Davao City",Davao,"Buhangin, Davao",3800000.0,2,2,93.0,60.0,7.1469686,125.5940509,House and Lot,2,
1153,house and lot for sale in dumaguete,Dumaguete,"Batinguel, Dumaguete City, Central Visayas, Philippines Batinguel, Dumaguete",12500000.0,5,3,500.0,938.0,9.314657616,123.2857224,House and Lot,0,
1154,For Sale Huge Two Story House with Swimming Pool For Leasehold in Mabalacat,Mabalacat,"Clark, Mabalacat",57000000.0,5,5,338.0,1187.0,15.1920323,120.579523,Other,0,
1155,Modern Futuristic home 7 bedroom for sale in ayala alabang,Muntinlupa,"Ayala Alabang, Muntinlupa",,7,7,1500.0,900.0,14.4226096,121.0269407,Other,0,
1156,"Townhouse For Sale! Foreclosed Property! in BF Resort Village, Las Piñas City",Las Pinas,"Talon Dos, Las Pinas",5250000.0,0,0,93.0,52.0,14.4330886,120.9847045,Townhouse,0,"Resort Village, Las Piñas City"
1157,"3 Bedroom House for Sale in Royal Palms Panglao 1 - Turriano B, Dauis, Bohol",Dauis,"Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",4000000.0,3,2,60.0,120.0,9.6017321,123.8076144,Other,0,
1158,"Rush Sale! House and Lot Property in San Lorenzo Village, Makati City",Makati,"9 Rocha, Makati, 1223 Kalakhang Maynila San Lorenzo, Makati",179000000.0,3,3,448.0,,14.548714,121.0168558,House and Lot,0,"Lorenzo Village, Makati City"
1159,Antipolo House For Sale inside Golf Village,Antipolo,"Inarawan, Antipolo",18000000.0,4,3,265.0,475.0,14.6246563,121.1803519,Other,0,Golf Village
1160,"113 sqm 3BR Townhouse with 2 Parking Slots for Sale in Kapitolyo, Pasig City",Pasig,"Kapitolyo, Pasig",25800000.0,3,3,212.0,113.0,14.5711649,121.0594975,Townhouse,0,
1161,"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite",General Trias,"Tapia, General Trias",2133600.0,3,1,40.0,50.0,14.3630407,120.8803493,Townhouse,0,"Lancaster New City in General Trias, Cavite"
1162,Magallanes Village Makati | House and Lot For Sale,Makati,"Magallanes Village, Makati Magallanes, Makati",118000000.0,3,3,300.0,350.0,14.5393362,121.0162958,House and Lot,0,Magallanes Village Makati
1163,"3 Bedroom Hermoso House and Lot for Sale in Royal Palms Panglao 1, Dauis, Bohol",Dauis,"Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",6700000.0,3,2,81.0,180.0,9.6017321,123.8076144,House and Lot,0,
1164,"V-R-2-107:  Acquired Property  for Sale in Lot 28, Block 7, Camella Savannah, Brgy. Abilay Norte / Polo Maestra Vita, Oton, Iloilo",Oton,"Polo Maestra Bita, Oton",4219500.0,0,0,123.0,191.0,10.74152566,122.5062081,Other,0,"Camella Savannah, Brgy. Abilay Norte / Polo Maestra Vita, Oton, Iloilo"
1165,"Discounted 50% Reservation Fee House For Sale in Imus, Cavite",Imus,"Carsadang Bago I, 4103 Imus, Philippines Carsadang Bago I, Imus",4000000.0,3,2,65.0,85.0,14.43566315,120.921964,Other,0,
1166,House For Sale in Ayala Alabang Muntinlupa City.,Muntinlupa,"Muntinlupa, National Capital Region, Philippines Ayala Alabang, Muntinlupa",420000000.0,5,6,1600.0,868.0,14.41042661,121.0398882,Other,0,
1167,Spacious and Airy House and Lot For Sale in San Juan City,San Juan,"Onse, San Juan",39500000.0,4,3,500.0,287.0,14.6017402,121.0314553,House and Lot,0,
1168,AVIDA VILLAGE CERISE NUVALI Newly-Renovated House for Starting Family FOR SALE!,Calamba,"Block 20 Lot 10 Copper St., Avida Village Cerise Nuvali Canlubang, Calamba",5000000.0,2,1,60.0,110.0,14.19303199,121.0865373,Other,0,AVIDA VILLAGE CERISE NUVALI Newly-Renovated House for Starting Family FOR SALE!
1169,Verdana Homes Mamplasan (Biñan) 3-Storey Asian Balinese House for Sale!,Binan,"Phase 2 Block 22 Lot 5 (10 Apitong St.) Verdana Homes Mamplasan Langkiwa, Binan",21500000.0,4,3,250.0,200.0,14.30069423,121.0711746,Other,3,Verdana Homes Mamplasan (Biñan) 3-Storey Asian Balinese House for Sale!
1170,Brand New house for sale in Bali Mansion South Forbes Golf City Silang Cavite,Silang,"Bali Mansion Inchican, Silang",35000000.0,4,5,368.0,277.0,14.25154543,121.0504511,Other,0,
1171,2 Car Garage New Heaven Villas Townhouse for Sale near Landers,Quezon City,"Kaligayahan, Quezon City",10280000.0,5,3,220.0,77.0,14.7383609,121.0508834,Townhouse,0,
1172,"Elegant Two Storey House with Pool For Sale at Angeles City, Pampanga.",Angeles,Angeles,22000000.0,3,3,200.0,250.0,15.1389351,120.5875321,Other,0,"Angeles City, Pampanga."
1173,"Sanville Subdivision, Quezon City | Four Bedroom House and Lot For Sale - #6305",Quezon City,"Culiat, Quezon City",35000000.0,4,3,350.0,496.0,14.6679617,121.0565912,House and Lot,0,"Sanville Subdivision, Quezon City"
1174,House and Lot for sale in BF Northwest BF Homes Paranaque,Paranaque,"B.F. Homes, Paranaque",33000000.0,5,4,288.0,300.0,14.4462789,121.0274109,House and Lot,0,BF Homes Paranaque
1175,Katarungan Village Muntinlupa Affordable 3-BR Townhouse For Sale,Muntinlupa,"Poblacion, Muntinlupa",3950000.0,3,2,65.0,50.0,14.3891448,121.0449804,Townhouse,0,Katarungan Village Muntinlupa Affordable 3-BR Townhouse For Sale
1176,BF Tahanan Village | Five Bedroom House and Lot for Sale at Parañaque - #6092,Paranaque,"B.F. Homes, Paranaque",45000000.0,5,5,375.0,280.0,14.4462789,121.0274109,House and Lot,0,Tahanan Village
1177,"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes",San Pedro,"San Vicente, San Pedro",4900000.0,2,1,61.0,70.0,14.3562015,121.0481011,Other,0,Southview Homes
1178,"Nice House for Sale in BF Homes, Paranaque City",Paranaque,"B.F. Homes, Paranaque",26000000.0,4,4,350.0,289.0,14.4462789,121.0274109,Other,0,"BF Homes, Paranaque City"
1179,"Susana Heights, Muntinlupa City House and Lot for Sale! 2 Storey 6 Bedroom",Muntinlupa,"Tunasan, Muntinlupa, National Capital Region, Philippines Tunasan, Muntinlupa",52000000.0,6,4,480.0,500.0,14.37226443,121.0361601,House and Lot,0,
1180,"House and Lot For Sale in A Subdivision, Candau-Ay, Dumaguete City",Dumaguete,"Candau-Ay, Dumaguete City, Central Visayas, Philippines Candau-Ay, Dumaguete",5500000.0,2,2,110.0,121.0,9.31259957,123.2680201,House and Lot,0,"A Subdivision, Candau-Ay, Dumaguete City"
1181,"910sqm 6BR Stunning Bnrad New House in Ayala Heights, Quezon City For Sale",Quezon City,"Ayala Heights, Quezon City",188000000.0,6,6,910.0,510.0,14.66246055,121.0881386,Other,0,
1182,"Relaxing & Exquisite House and Lot at BF Homes, Paranaque City",Paranaque,"B.F. Homes, Paranaque",32500000.0,4,4,268.0,287.0,14.4462789,121.0274109,House and Lot,0,"BF Homes, Paranaque City"
1183,3 Bedroom Townhouse located along SRP Road for Sale,Talisay,"Philippines, Talisay, Cansojong, Srp Cansojong, Talisay",6000000.0,3,3,120.0,64.0,10.26069142,123.8634321,Townhouse,0,
1184,2-Storey Single Firewall For Sale in Camella Cerritos General Santos City,General Santos City,"Lagao, General Santos City",8000000.0,5,3,142.0,121.0,6.1280792,125.1903784,Other,2,Camella Cerritos General Santos City
1185,182sqm 3BR 3 Storey Townhouse for sale near Teachers Village Diliman Quezon City,Quezon City,"Diliman, Quezon City",12230000.0,3,3,182.9,62.8,14.6361294,121.0335841,Townhouse,0,Teachers Village Diliman Quezon City
1186,"Modern Zen House and Lot for sale in B.F. Homes, Parañaque",Paranaque,"B.F. Homes (Paranaque) B.F. Homes, Paranaque",18500000.0,3,3,300.0,204.0,14.4475119,121.0294569,House and Lot,0,"Homes, Parañaque"
1187,"Brand New Modern 4 Bedrooms Home for Sale in BF Homes, Parañaque City",Paranaque,"B.F. Homes, Paranaque",28900000.0,4,4,270.0,204.0,14.4462789,121.0274109,Other,0,"BF Homes, Parañaque City"
1188,3 Bedroom Single Attached House and Lot for Sale at Muntinlupa City,Philippines Muntinlupa,"Muntinlupa, Metro Manila, Philippines Muntinlupa",8000000.0,3,2,83.0,120.0,14.41042661,121.0398882,House and Lot,0,Muntinlupa City
1189,"Elegant Duplex House and Lot for Sale in San Mateo, Rizal near Quezon City",San Mateo,"Ampid I, San Mateo",9798000.0,4,3,155.0,104.0,14.6809969,121.1192939,House and Lot,0,
1190,"2 Storey House and Lot for Sale in Filinvest 2, Batasan Hills, Quezon City",Quezon City,"Bagong Silangan, Quezon City",20000000.0,5,5,300.0,240.0,14.6978613,121.1104093,House and Lot,0,
1191,Exclusive Living: Ayala Alabang Village House for Sale in Muntinlupa,Muntinlupa,"Ayala Alabang, Muntinlupa",110000000.0,4,5,400.0,300.0,14.4226096,121.0269407,Other,0,Alabang Village House for Sale in Muntinlupa
1192,House & Lot with pool at Royale Tagaytay Estates,Alfonso,"Buck Estate, Alfonso",25000000.0,4,3,450.0,392.0,14.0835001,120.8542787,House and Lot,0,Tagaytay Estates
1193,"Luxurious House with Swimming Pool For Sale in San Fernando, Pampanga",San Fernando,"Telabastagan, San Fernando",45000000.0,5,6,432.0,1565.0,15.1142829,120.6088717,Other,0,
1194,"Beautiful And Brandnew House For Sale in Matandang Balara, Quezon City",Quezon City,"Matandang Balara, Quezon City",105000000.0,5,5,650.0,330.0,14.6716797,121.0745345,Other,0,
1195,"Brand New Modern Designed House for Sale in Tahanan Village, Parañaque City",Paranaque,"B.F. Homes, Paranaque",36000000.0,5,6,325.0,280.0,14.4462789,121.0274109,Other,0,"Tahanan Village, Parañaque City"
1196,St. Joseph Richfield Phase 2 | 08/23 Update | 2 Bedrooms Townhouse House and Lot,Santa Rosa,"Tagapo, Santa Rosa",2090585.0,2,1,42.0,50.0,14.3136408,121.1001034,Townhouse,0,08/23 Update
1197,Marikina Heights TOWNHOUSE  2 Storey 3 bedroom with Parking,Marikina,"Ordonez St. Corner Champaca St. Marikina Heights, Marikina",6900000.0,3,2,88.9,53.0,14.65209003,121.1229333,Townhouse,0,
1198,"2 Storey Residential Unit For Sale in Bangkas Heights, Davao City",Davao,"Bangkas Heights, Davao",17000000.0,2,2,250.0,338.0,7.0579362,125.4907409,Residential House,0,
1199,Rush For Sale Furnished Italian Inspired House - Taguig City,Taguig,"Ususan, Taguig",,5,6,182.0,232.0,14.5423688,121.0550156,Other,0,
1200,"2BR Bungalow House and Lot for sale near New Clark City, Tarlac",Capas,"Kathrynville, Cutcut, Capas,Tarlac Cutcut 1St, Capas",1755000.0,0,1,35.0,96.0,15.32452062,120.5902631,House and Lot,0,
1201,"For Sale: Brand New 4-Bedroom House & Lot in Mabalacat, Pampanga",Mabalacat,"Atlu-Bola, Mabalacat",10700000.0,4,2,150.0,120.0,15.2317258,120.5717505,House and Lot,0,
1202,South Point Villas 01/24 Update | 3 Bedroom Townhouse House For Sale in Alaminos,Alaminos,"Barangay Ii, Alaminos",1144549.0,3,1,46.6,40.0,14.0733361,121.256544,Townhouse,0,3 Bedroom Townhouse House For Sale in Alaminos
1203,"3 Bedroom House for Sale in San Pedro, Laguna - Southview Homes",San Pedro,"San Vicente, San Pedro",5500000.0,3,2,76.0,70.0,14.3562015,121.0481011,Other,0,Southview Homes
1204,"5 Bedrooms House and Lot For Sale in Aniban I, Bacoor, Cavite",Bacoor,"Aniban I, Bacoor",16000000.0,5,6,411.0,360.0,14.4597848,120.9627456,House and Lot,0,
1205,"For Sale Single Detached House for As Low As 37,432 Monthly, Marilao, Bulacan",Marilao,"Loma De Gato, Marilao",7521360.0,3,2,90.0,112.0,14.7912768,121.0083083,Single Detached,1,
1206,"Newly Renovated Townhouse for sale at Circulo Verde, Quezon City",Quezon City,"Bagumbayan, Quezon City",25000000.0,3,4,198.0,,14.6063578,121.0818908,Townhouse,0,"Circulo Verde, Quezon City"
1207,"Two (2) Bedroom House and Lot at Victoria Homes, Muntinlupa City For Sale",Muntinlupa,"Magenta St., Saphhire Hills, Victoria Homes, Muntinlupa City Tunasan, Muntinlupa",2700000.0,2,1,37.0,79.0,14.36342026,121.0180178,House and Lot,0,"Victoria Homes, Muntinlupa City For Sale"
1208,Luxury Brand New 6BR House and Lot for Sale in Ayala Alabang Village,Muntinlupa,"Ayala Alabang Muntinlupa Metro Manila Ayala Alabang, Muntinlupa",540000000.0,6,7,1442.0,987.0,14.428209,121.0266751,House and Lot,0,Alabang Village
1209,"Sumacab Este, Cabanatuan City, Foreclosed House and Lot - 10108000000347",Cabanatuan,"Lot 16 Block 13, Amazon Street, Lakewood City Subdivision Sumacab Este, Cabanatuan",3155000.0,1,1,191.0,204.0,15.45672305,120.9599101,House and Lot,0,
1210,"Rare, small cut Dasmarinas Village Makati Property",Makati,"Dasmarinas, Makati",,5,4,400.0,614.0,14.5401434,121.0269757,Other,0,Dasmarinas Village Makati Property
1211,"900sqm 7BR Bright & Airy Brand new House for sale in Whiteplains, Quezon City",Quezon City,"White Plains, Quezon City",208000000.0,7,6,900.0,464.0,14.6032747,121.0713026,Other,0,
1212,3 Bedroom Single Detached House For Sale Along Gov. Drive Trece Martires Cavite,Trece Martires,"Cabuco, Trece Martires",5739667.0,3,2,75.0,120.0,14.2792049,120.8446323,Single Detached,1,
1213,FOR SALE: House & Lot in Moonwalk PH 1 Paranaque*,Paranaque,"Moonwalk, Paranaque",21400000.0,5,3,300.0,400.0,14.4918575,121.0146712,House and Lot,0,
1214,For Sale 4-Bedroom Contemporary Spanish Style Home w/ Big lot area in Talisay.,Talisay,"Cansojong, Talisay",36000000.0,5,4,309.0,2080.0,10.2495232,123.8548827,Other,0,
1215,"For Sale Residential House and Lot in SSS Village, Marikina City",Marikina,"Concepcion Dos, Marikina",8500000.0,2,1,63.0,288.0,14.6405888,121.1208184,House and Lot,0,"SSS Village, Marikina City"
1216,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),Antipolo,"San Luis, Antipolo",6448937.0,3,2,76.0,90.0,14.6043281,121.1981422,House and Lot,0,Celestis 2 in Antipolo Rizal (Corner)
1217,"For Sale : 6-Bedroom House in Monteverde Royale, Taytay, Rizal",Taytay,"San Juan, Taytay",45000000.0,6,7,700.0,561.0,14.5585639,121.1360313,Other,0,
1218,"3 Bedroom Townhouse for sale in Sierra Manor Residences at San Isidro, Rizal",Angono,"Don Mariano Ave San Isidro, Angono",5177819.0,3,2,73.1,41.0,14.5389092,121.1601117,Townhouse,0,"Manor Residences at San Isidro, Rizal"
1219,Single Attached House and Lot in Lipa Batangas,Lipa,"San Lucas, Lipa",4169183.0,2,1,54.0,113.0,14.017376,121.1836485,House and Lot,0,
1220,House for Sale in Angeles City with Huge Garden and Private Swimming Pool,Angeles,"Malabanias, Angeles",,4,5,300.0,1098.0,15.1509444,120.589826,Other,0,
1221,"460sqm 5BR Bnew Modern House for sale in Santa Ana, Taytay, Rizal",Taytay,"Santa Ana, Taytay",42500000.0,5,5,460.0,300.0,14.5654235,121.1267997,Other,0,
1222,2 Storey House and Lot for Sale in Filinvest 2 Batasan Hills  Quezon City,Quezon City,"1 Bagong Silangan, Quezon City",17500000.0,5,3,300.0,240.0,14.6978613,121.1104093,House and Lot,0,
1223,Brand New House and Lot For Sale Capitol Homes Quezon City with Pool,Quezon City,"Matandang Balara, Quezon City",92000000.0,5,5,421.0,400.0,14.6716797,121.0745345,House and Lot,0,Capitol Homes Quezon City with Pool
1224,Francis Court Townhouse  | Five Bedroom Townhouse for Sale at San Juan - #5842,San Juan,"Pasadena, San Juan",57000000.0,5,4,385.0,,14.6087274,121.0332511,Townhouse,0,San Juan - #5842
1225,"Duplex House For Sale in Dumaguete, Negros Oriental - PHP 10M",Dumaguete,Dumaguete,10000000.0,6,4,318.0,210.0,9.3054777,123.3080446,Other,0,
1226,For Sale Modern Asian House in Summerhills subd Antipolo city,Antipolo,"Dela Paz, Antipolo",14000000.0,4,3,240.0,173.0,14.5886674,121.1739784,Other,0,
1227,"Fully Furnished Modern Designed Two Storey House for Sale in Tahanan Village, Pa",Paranaque,"Tahanan Village B.F. Homes, Paranaque",30000000.0,4,4,300.0,280.0,14.4506613,121.0300501,Other,0,"Tahanan Village, Pa"
1228,"For Sale: Bungalow House & Lot in Valencia Estates, Valencia, Bukidnon",Vallencia,"Valencia Estates, Valencia, Bukidnon Lumbo, Vallencia",5000000.0,2,2,60.0,150.0,7.889824603,125.071714,House and Lot,0,"Valencia Estates, Valencia, Bukidnon"
1229,3-BR Brand New House for Sale at Eastville Filinvest Cainta East,Cainta,"San Isidro, Cainta",19500000.0,3,3,188.0,172.0,14.6092561,121.1106377,Other,0,Eastville Filinvest Cainta East
1230,6 Bedroom Modern Corner lot Haven with swimming pool located in Pasig city.,Pasig,"Rosario, Pasig",29000000.0,6,6,450.0,191.0,14.5904898,121.0882718,Other,0,
1231,"330 sqm House in San Miguel Village, Makati City",Makati,"San Miguel Village, Makati",125000000.0,4,3,300.0,330.0,14.56726465,121.0255189,Other,0,"Miguel Village, Makati City"
1232,Dagupan City 3BR Customized & Modern Design House and Lot Package,Dagupan,"Bonuan Boquig, Dagupan",5040000.0,3,2,80.0,190.0,16.0774984,120.3580251,House and Lot,0,
1233,For Sale House and Lot Ayala Alabang Village  Muntinlupa City,Muntinlupa,"Ayala Alabang, Muntinlupa",125000000.0,4,5,400.0,300.0,14.4226096,121.0269407,House and Lot,0,Alabang Village  Muntinlupa City
1234,"House and Lot for Sale in BF Homes Quezon City, Metro Manila",Quezon City,"Holy Spirit, Quezon City",45000000.0,5,5,350.0,464.0,14.6838626,121.0761031,House and Lot,0,"BF Homes Quezon City, Metro Manila"
1235,South Bay Parañaque 6BR Fully-furnished Elegant House for Sale,Paranaque,"B.F. Homes, Paranaque",49000000.0,5,5,450.0,510.0,14.4462789,121.0274109,Other,0,
1236,"For Sale Brand New Townhouse in Filinvest 2, Quezon City",Quezon City,"Batasan Hills, Quezon City",15000000.0,5,4,303.0,90.0,14.6862585,121.099335,Townhouse,0,
1237,"3 Bedroom House and Lot For Sale in Quezon City, West Avenue",Quezon City,"West Triangle, Quezon City",25000000.0,3,3,270.0,101.0,14.6432727,121.0308148,House and Lot,0,
1238,"For Sale: 2 Storey Corner House and Lot in Pulo, Cabuyao, Laguna",Cabuyao,"Pulo, Cabuyao, Laguna, Philippines Pulo, Cabuyao",30000000.0,5,4,550.0,386.0,14.24206448,121.1300052,House and Lot,0,
1239,"House and Lot for Sale at Alabang West Village, Daang Hari Road, Las Piñas City",Las Pinas,"Daang Hari, 1751 Las Pinas, Philippines Almanza Dos, Las Pinas",50000000.0,5,5,323.0,302.0,14.41332862,121.0159055,House and Lot,0,"West Village, Daang Hari Road, Las Piñas City"
1240,"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C",Muntinlupa,"Ayala Alabang Village Ayala Alabang, Muntinlupa",120000000.0,4,5,400.0,720.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa C"
1241,BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,Paranaque,"B.F. Homes, Paranaque",37500000.0,5,5,375.0,280.0,14.4462789,121.0274109,House and Lot,0,Bayanihan Village
1242,Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,Makati,"Urdaneta, Makati",800000000.0,5,5,700.0,1156.0,14.556078,121.0296234,Other,0,Urdaneta Village Makati City for Sale
1243,"Bungalow House for SALE in West Kamias, Quezon City",Quezon City,"West Kamias, Quezon City",28000000.0,6,2,,300.0,14.6305587,121.0495397,Other,0,
1244,"For Sale: House & Lot in Vista Valley Executive Village, Marikina City",Marikina,"Santo Nino, Marikina",18000000.0,3,3,260.0,144.0,14.6403852,121.0966298,House and Lot,0,"Vista Valley Executive Village, Marikina City"
